,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
382,10701,785,800,cyprinus carpio,653,664,microcystin,,"This is the first study reporting microcystin accumulation in the body of the freshwater shrimp Atyaephyra desmsaresti, in the brain of the fish species common carp (Cyprinus carpio) and in the skin of the frog Rana epirotica.",foodb_scientific,0,cyprinus carpio,7962.0,163344.0,Common carp,Aquatic foods,Fishes,FOOD00322
383,10711,30,45,pouteria sapota,47,74,"β-cryptoxanthin-5,6-epoxide",,"From an extract of red mamey (Pouteria sapota) β-cryptoxanthin-5,6-epoxide, β-cryptoxanthin-5',6'-epoxide, 3'-deoxycapsanthin, and cryptocapsin were isolated and characterized by UV-vis spectroscopy, electronic circular dichroism (ECD), nuclear magnetic resonance (NMR) spectroscopy, and mass spectrometry (MS).",foodb_scientific,1,pouteria sapota,233744.0,23836.0,Pouteria sapota,Fruits,Tropical fruits,FOOD00459
384,11010,35,50,pouteria sapota,103,116,"(all-E,5'R)-β,κ-caroten-6'-one",,"From the ripe fruits of red mamey (Pouteria sapota) sapotexanthin, a new carotenoid, was identified as (all-E,5'R)-β,κ-caroten-6'-one.",foodb_scientific,1,pouteria sapota,233744.0,23836.0,Pouteria sapota,Fruits,Tropical fruits,FOOD00459
385,10730,441,454,juglans regia,379,389,methanolic,,"The present study reports the total phenolic contents and antioxidant properties of methanolic and petroleum ether extracts obtained from walnut (Juglans regia L.) seed, green husk and leaf.",foodb_scientific,1,juglans regia,51240.0,503244.0,Juglans regia,Nuts,Nuts,FOOD00094
386,10747,385,393,physalis,434,448,linolenic acid,,"Heliothis subflexa reduce their vulnerability to natural enemies through adaptation to a remarkable and previously unknown feature of their host plant, Physalis angulata:",foodb_scientific,0,physalis,24663.0,30587.0,Groundcherry,Vegetables,Fruit vegetables,FOOD00371
387,10770,301,314,pisum sativum,420,427,sucrose,,"Decapitation of garden pea (Pisum sativum) plants has been proposed to release the dormancy of axillary buds lower down the stem due to changes in sucrose supply, and we hypothesized that this response is mediated by Tre6P. Decapitation led to a rapid and sustained rise in Tre6P levels in axillary buds, coinciding with the onset of bud outgrowth.",foodb_scientific,0,pisum sativum,3888.0,26867.0,Pea,Pulses,Peas,FOOD00141
388,10804,38,54,litchi chinensis,0,10,Polyphenol,,Polyphenol oxidase (PPO) from litchi (Litchi chinensis Sonn.) pericarp was characterized using (,foodb_scientific,1,litchi chinensis,151069.0,503504.0,Lichee,Fruits,Tropical fruits,FOOD00103
389,10820,647,656,laminaria,571,580,laminarin,,"The SWE (10 g) contained laminarin (1 g), fucoidan (0.8 g), and ash (8.2 g) and was extracted from a Laminaria spp.",foodb_scientific,1,laminaria,33637.0,11217.0,Kelp,Aquatic foods,Seaweed,FOOD00391
390,10927,455,460,agave,293,306,D-amino acids,,"D-amino acids were detected in processed saps and juices of trees (maple, palm, birch), fruits (grape, apple, pear, pomegranate, date), and various other plants (agave, beetroot, sugar cane, carob).",foodb_scientific,1,agave,39509.0,182659.0,Agave,Vegetables,Other vegetables,FOOD00563
391,10934,721,728,quercus,658,670,monoterpenes,,"Although MSs have broad ranges of functionality for producing various monoterpenes, our engineered E. coli strains harboring MS from Quercus ilex L. produced only myrcene (1.67 ± 0.029 mg/L).",foodb_scientific,0,quercus,3511.0,19276.0,Acorn,Nuts,Nuts,FOOD00282
392,10945,781,799,allium ascalonicum,727,756,"isorhamnetin 3,4'-diglucoside",,"Quercetin 3-glucoside, quercetin 7,4'-diglucoside, quercetin 3,7,4'-triglucoside, and isorhamnetin 4'-glucoside have been previously reported as minor flavonoid components in Allium cepa, while isorhamnetin 3,4'-diglucoside was previously found in Allium ascalonicum.",foodb_scientific,1,allium ascalonicum,1476995.0,506481.0,Shallot,Vegetables,Onion-family vegetables,FOOD00243
393,10946,62,67,pinus,13,16,PYC,,Pycnogenol® (PYC) is a natural plant extract from the bark of Pinus pinaster and has potent antioxidant activities.,foodb_scientific,1,pinus,3337.0,18035.0,Pine nut,Nuts,Nuts,FOOD00138
394,10977,157,172,cicer arietinum,14,20,carbon,,"Water-soluble carbon nano-onions (wsCNOs) isolated from wood wool-a wood-based pyrolysis waste product of wood, can enhance the overall growth rate of gram (Cicer arietinum) plants.",foodb_scientific,0,cicer arietinum,3827.0,26537.0,Chickpea,Pulses,Peas,FOOD00047
395,10988,92,106,allium sativum,451,459,thiamine,,"Boswellia serrata, Equisetum arvense, Allium sativum, and Apium graveolens-have been demonstrated to have activity at several anti-inflammatory pathways and have analgesic properties that are effective in treating chronic musculoskeletal pain.",foodb_scientific,0,allium sativum,4682.0,42652.0,Garlic,Herbs and Spices,Herbs,FOOD00008
396,11063,9,23,vitis vinifera,99,110,polyphenols,,Raisins (Vitis vinifera L.) are dried grapes largely consumed as important source of nutrients and polyphenols.,foodb_scientific,1,vitis vinifera,29760.0,28629.0,Vitis vinifera,Fruits,Berries,FOOD00204
397,11095,51,65,vitis vinifera,0,9,Potassium,,"Potassium accumulation is essential for grapevine (Vitis vinifera L.) growth and development, but excessive levels in berries at harvest may reduce wine quality particularly for red wines.",foodb_scientific,0,vitis vinifera,29760.0,28629.0,Vitis vinifera,Fruits,Berries,FOOD00204
398,11071,14,26,piper nigrum,64,72,piperine,,"Black pepper (Piper nigrum L.) is known for its high content of piperine, a cinnamoyl amide derivative regarded as largely responsible for the pungent taste of this widely used spice.",foodb_scientific,1,piper nigrum,13216.0,18310.0,Black pepper,Herbs and Spices,Spices,FOOD00139
399,11078,51,68,chenopodium album,6,26,cinnamic acid amides,,Seven cinnamic acid amides have been isolated from Chenopodium album.,foodb_scientific,1,chenopodium album,3559.0,20592.0,Chenopodium album,Vegetables,Leaf vegetables,FOOD00394
400,11114,688,705,helianthus annuus,737,749,α-tocopherol,,The annual sunflower (Helianthus annuus L.) is a well-known source for α-tocopherol.,foodb_scientific,1,helianthus annuus,4232.0,36616.0,Sunflower,Herbs and Spices,Oilseed crops,FOOD00086
401,11146,135,155,malpighia emarginata,10,19,flavonoid,,"The novel flavonoid, leucocyanidin-3-O-beta-D-glucoside, possessing a 4,2''-glycosidic linkage was isolated from green mature acerola (Malpighia emarginata DC.)",foodb_scientific,1,malpighia emarginata,151847.0,29280.0,Malpighia emarginata,Fruits,Tropical fruits,FOOD00281
402,11148,174,189,garcinia dulcis,0,16,Dulcisxanthone G,,"Dulcisxanthone G, 1,3,6-trihydroxy-2-(2,3-dihydroxy-3-methylbutyl)-7-methoxy-8-(3-methyl-2-butenyl)xanthone, together with 13 known compounds were isolated from the seeds of Garcinia dulcis.",foodb_scientific,1,garcinia dulcis,,506128.0,Garcinia_dulcis,Fruits,Tropical fruits,FOOD00897
403,11190,8,24,arachis hypogaea,35,46,stilbenoids,,Peanut (Arachis hypogaea) produces stilbenoids upon exposure to abiotic and biotic stresses.,foodb_scientific,0,arachis hypogaea,3818.0,26463.0,Mr. Peanut,Nuts,Nuts,FOOD00016
404,894,0,6,pulses,198,209,polyphenols,,"Pulses, which include lentils, beans, chickpeas, peas, and soybeans, provide an important source of proteins, dietary fibers, minerals and vitamins, as well as such important bioactive molecules as polyphenols.",butter|foodb_non_scientific,1,pulses,,,Pulse_(legume),Pulses,Pulses,FOOD00867
405,37,4,14,blackberry,152,164,anthocyanins,,"The blackberry fruit (Rubus spp.) presents an attractive color ranging from purple red to blue, due to the high content of bioactive compounds, such as anthocyanins.",butter|foodb_non_scientific,1,blackberry,,,Blackberry,Fruits,Berries,FOOD00906
406,165,343,347,nuts,383,410,monounsaturated fatty acids,CIDs56842240,"Like fruits and vegetables, nuts are a source of vegetable protein, monounsaturated fatty acids, vitamin E, phenolic compounds, selenium, vegetable fibre, folic acid and phytoestrogens.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
407,39,922,929,popcorn,890,896,sulfur,CIDs00000402,"These various compounds present odors of sulfur, cornlike, pungent, nut, popcorn, roasted hazelnut, toasted, roasted, and ripe fruits.",butter|foodb_non_scientific,0,popcorn,,,Popcorn,Snack foods,Snack foods,FOOD00719
408,267,693,697,kiwi,673,682,galactose,CIDs00439353;CIDs53782703,"Free galactose levels in kiwi, green seedless grapes, and bell peppers were found to be higher than previous reports, whereas the amount of free galactose in three varieties of tomatoes was significantly lower than previously reported.",butter|foodb_non_scientific,1,kiwi,3625.0,506775.0,Kiwifruit,Fruits,Tropical fruits,FOOD00004
409,53,129,137,corn oil,0,11,Zearalenone,CIDs05281576,"Zearalenone (ZEN) is one of the most widely distributed harmful mycotoxins produced by Fusarium species, especially deposited in corn oil.",butter|foodb_non_scientific,1,corn oil,,,,Herbs and Spices,Oilseed crops,FOOD00944
410,133,187,194,sausage,0,11,Rhodamine B,CIDs00006694,"Rhodamine B (RhB), which is vividly colored, although illegal and potentially carcinogenic, has been reported widely as present in various foods, including chili powder, preserved plums, sausage and sweets, presenting a significant health risk.",butter|foodb_non_scientific,0,sausage,,,Sausage,Dishes,Ground meat,FOOD00652
411,544,99,109,watercress,42,66,phenethyl isothiocyanate (PEITC),CIDs00016741,"Naturally-occurring chemopreventive agent phenethyl isothiocyanate (PEITC), derived primarily from watercress, has been shown to inhibit cell growth and induce apoptosis in cancer cells.",butter|foodb_non_scientific,1,watercress,135518.0,22993.0,Watercress,Herbs and Spices,Herbs,FOOD00158
412,637,900,909,triticale,837,844,Phytase,,"Phytase is the enzyme that hydrolyzes phytate and is present in yeast, rye bran, wheat bran, barley, triticale, and many bacteria and fungi.",butter|foodb_non_scientific,1,triticale,,506625.0,Triticale,Cereals and cereal products,Cereals,FOOD00246
