,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
83,5851,246.0,252.0,fruits,148.0,158.0,nuezhenide,CIDs72987608,"Two new secoiridoid glucosides, namely iso-oleonuezhenide (1) and methyloleoside 7-ethyl ester (2), along with five known ones, oleonuezhenide (3), nuezhenide (4), oleuropein (5), G13 (6), and jaspolyside methyl ester (7), were isolated from the fruits of Ligustrum lucidum.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
84,5852,246.0,252.0,fruits,164.0,174.0,oleuropein,CIDs05281544,"Two new secoiridoid glucosides, namely iso-oleonuezhenide (1) and methyloleoside 7-ethyl ester (2), along with five known ones, oleonuezhenide (3), nuezhenide (4), oleuropein (5), G13 (6), and jaspolyside methyl ester (7), were isolated from the fruits of Ligustrum lucidum.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
85,5853,246.0,252.0,fruits,193.0,217.0,jaspolyside methyl ester,,"Two new secoiridoid glucosides, namely iso-oleonuezhenide (1) and methyloleoside 7-ethyl ester (2), along with five known ones, oleonuezhenide (3), nuezhenide (4), oleuropein (5), G13 (6), and jaspolyside methyl ester (7), were isolated from the fruits of Ligustrum lucidum.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
86,6009,156.0,162.0,fruits,0.0,12.0,Anthocyanins,CIDs00145857,"Anthocyanins are some of the most widely occurring secondary metabolites in plants, responsible for the orange, red, purple, and blue colors of flowers and fruits and red colors of autumn leaves.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
87,6135,0.0,6.0,fruits,111.0,120.0,vitamin C,CIDs11020241;CIDs23675738;CIDs09888239,"Fruits and berries are the most important sources of a wide range of biologically active substances, including vitamin C, carotenoids, flavonoids, anthocyanins.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
88,6136,0.0,6.0,fruits,135.0,145.0,flavonoids,,"Fruits and berries are the most important sources of a wide range of biologically active substances, including vitamin C, carotenoids, flavonoids, anthocyanins.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
89,6137,0.0,6.0,fruits,147.0,159.0,anthocyanins,,"Fruits and berries are the most important sources of a wide range of biologically active substances, including vitamin C, carotenoids, flavonoids, anthocyanins.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
90,6465,72.0,78.0,fruits,0.0,17.0,Proanthocyanidins,CIDs00108065,"Proanthocyanidins are naturally occurring compounds widely available in fruits, vegetables, nuts and seeds.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
91,6540,37.0,43.0,fruits,0.0,11.0,Polyphenols,CIDs00065064,"Polyphenols, ubiquitously present in fruits and vegetables, have been traditionally viewed as antioxidant molecules.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
92,6966,129.0,135.0,fruits,18.0,38.0,secoisolariciresinol,CIDs00065373,"The plant lignans secoisolariciresinol and matairesinol occur in numerous foods such as oil seeds, whole grains, vegetables, and fruits.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
93,6967,129.0,135.0,fruits,43.0,55.0,matairesinol,CIDs00119205,"The plant lignans secoisolariciresinol and matairesinol occur in numerous foods such as oil seeds, whole grains, vegetables, and fruits.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
94,6984,70.0,76.0,fruits,0.0,10.0,Flavonoids,,"Flavonoids, one of the most abundant phytochemicals in a diet rich in fruits and vegetables, have been recognized as possessing anti-proliferative, antioxidant, anti-inflammatory, and estrogenic activities.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
95,6985,79.0,85.0,fruits,0.0,8.0,Luteolin,CIDs05280445,"Luteolin is a 3', 4', 5, 7 tetra hydroxyl flavonoid that exits in many plants, fruits, and vegetable.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
96,7066,151.0,157.0,fruits,8.0,25.0,lignan glycosides,,"Two new lignan glycosides, ussuriensislignan A (1) and ussuriensislignan B (2), together with seventeen known compounds (3-19), were isolated from the fruits of Pyrus ussuriensis.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
97,7067,151.0,157.0,fruits,27.0,46.0,ussuriensislignan A,,"Two new lignan glycosides, ussuriensislignan A (1) and ussuriensislignan B (2), together with seventeen known compounds (3-19), were isolated from the fruits of Pyrus ussuriensis.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
98,7068,151.0,157.0,fruits,55.0,74.0,ussuriensislignan B,,"Two new lignan glycosides, ussuriensislignan A (1) and ussuriensislignan B (2), together with seventeen known compounds (3-19), were isolated from the fruits of Pyrus ussuriensis.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
99,7203,205.0,211.0,fruits,6.0,16.0,isoflavone,CIDs00072304,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
100,7204,205.0,211.0,fruits,18.0,27.0,corylinin,,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
101,7205,205.0,211.0,fruits,65.0,76.0,isopsoralen,CIDs00010658,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
102,7206,205.0,211.0,fruits,82.0,90.0,psoralen,CIDs00006199,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
103,7207,205.0,211.0,fruits,96.0,114.0,sophoracoumestan A,CIDs14630492,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
104,7208,205.0,211.0,fruits,120.0,137.0,neobavaisoflavone,CIDs05320053,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
105,7209,205.0,211.0,fruits,143.0,150.0,daidzin,CIDs00107971,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
106,7210,205.0,211.0,fruits,159.0,165.0,uracil,CIDs00001174,"A new isoflavone, corylinin (1), along with six known compounds, isopsoralen (2), psoralen (3), sophoracoumestan A (4), neobavaisoflavone (5), daidzin (6) and uracil (7), have been isolated from the dried fruits of Psoralea corylifolia",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
107,7234,111.0,117.0,fruits,0.0,17.0,Laevigatanoside A,,"Laevigatanoside A (2 alpha, 3 beta, 19 alpha, 23-trihydroxy-12-ursorlic-28-glucopyester) was isolated from the fruits of Rosa laevigata for the first time.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
108,7403,412.0,418.0,fruits,469.0,475.0,curare,CIDs00006000,"Besides its previous use as substitute of ipecac, the latter species is applied in traditional medicine of Panama and fruits of its relative Ronabea latifolia are reported as curare additives from Colombia.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
109,7616,133.0,139.0,fruits,8.0,21.0,triterpenoids,CIDs71597391,"Ten new triterpenoids, named meliasenins I-R (1-10), one new steroid (11), and 11 related known compounds (12-22) were isolated from fruits of Melia toosendan.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
110,7617,133.0,139.0,fruits,29.0,44.0,meliasenins I-R,,"Ten new triterpenoids, named meliasenins I-R (1-10), one new steroid (11), and 11 related known compounds (12-22) were isolated from fruits of Melia toosendan.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
111,7618,133.0,139.0,fruits,61.0,68.0,steroid,,"Ten new triterpenoids, named meliasenins I-R (1-10), one new steroid (11), and 11 related known compounds (12-22) were isolated from fruits of Melia toosendan.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
112,8411,38.0,44.0,fruits,135.0,158.0,rho-hydroxybenzoic acid,,"Five compounds were isolated from the fruits of Vitex trifolia and identified on the basis of spectral data and chemical methods to be rho-hydroxybenzoic acid, beta-sitosterol, beta-sitosterol-3-O-glucoside, casticin and, 3,6,7-trimethylquercetagetin.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
113,8412,38.0,44.0,fruits,160.0,175.0,beta-sitosterol,CIDs00457801;CIDs00222284,"Five compounds were isolated from the fruits of Vitex trifolia and identified on the basis of spectral data and chemical methods to be rho-hydroxybenzoic acid, beta-sitosterol, beta-sitosterol-3-O-glucoside, casticin and, 3,6,7-trimethylquercetagetin.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
114,8413,38.0,44.0,fruits,177.0,206.0,beta-sitosterol-3-O-glucoside,,"Five compounds were isolated from the fruits of Vitex trifolia and identified on the basis of spectral data and chemical methods to be rho-hydroxybenzoic acid, beta-sitosterol, beta-sitosterol-3-O-glucoside, casticin and, 3,6,7-trimethylquercetagetin.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
115,8414,38.0,44.0,fruits,208.0,216.0,casticin,CIDs05315263,"Five compounds were isolated from the fruits of Vitex trifolia and identified on the basis of spectral data and chemical methods to be rho-hydroxybenzoic acid, beta-sitosterol, beta-sitosterol-3-O-glucoside, casticin and, 3,6,7-trimethylquercetagetin.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
116,8415,38.0,44.0,fruits,222.0,250.0,"3,6,7-trimethylquercetagetin",CIDs05280699,"Five compounds were isolated from the fruits of Vitex trifolia and identified on the basis of spectral data and chemical methods to be rho-hydroxybenzoic acid, beta-sitosterol, beta-sitosterol-3-O-glucoside, casticin and, 3,6,7-trimethylquercetagetin.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
117,8586,79.0,85.0,fruits,9.0,25.0,sesquiterpenoids,,Five new sesquiterpenoids named acasenterpene A-E (1-5) were isolated from the fruits of Acanthopanax senticosus.,butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
118,8587,79.0,85.0,fruits,32.0,49.0,acasenterpene A-E,,Five new sesquiterpenoids named acasenterpene A-E (1-5) were isolated from the fruits of Acanthopanax senticosus.,butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
119,9141,68.0,74.0,fruits,0.0,12.0,Anthocyanins,CIDs00145857,"Anthocyanins are naturally occurring compounds that impart color to fruits, vegetables, and plants.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
120,9266,235.0,241.0,fruits,179.0,189.0,Hesperidin,CIDs00010621,"Hesperidin, a naturally occurring flavonoid presents in fruits and vegetables, has been reported to exert a wide range of pharmacological effects that include antioxidant, anti-inflammatory, antihypercholesterolemic, and anticarcinogenic actions.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
121,9267,235.0,241.0,fruits,213.0,222.0,flavonoid,,"Hesperidin, a naturally occurring flavonoid presents in fruits and vegetables, has been reported to exert a wide range of pharmacological effects that include antioxidant, anti-inflammatory, antihypercholesterolemic, and anticarcinogenic actions.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
122,9770,103.0,109.0,fruits,0.0,14.0,Hydroxytyrosol,CIDs18654770;CIDs00082755,"Hydroxytyrosol [2-(3,4-dihydroxyphenyl)ethanol, HTyr] is a phenolic compound found in olive leaves and fruits and extra-virgin olive oil, which has well-known strong antioxidant and radical-scavenging properties.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
123,9771,103.0,109.0,fruits,16.0,46.0,"2-(3,4-dihydroxyphenyl)ethanol",,"Hydroxytyrosol [2-(3,4-dihydroxyphenyl)ethanol, HTyr] is a phenolic compound found in olive leaves and fruits and extra-virgin olive oil, which has well-known strong antioxidant and radical-scavenging properties.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
124,9772,103.0,109.0,fruits,48.0,52.0,HTyr,,"Hydroxytyrosol [2-(3,4-dihydroxyphenyl)ethanol, HTyr] is a phenolic compound found in olive leaves and fruits and extra-virgin olive oil, which has well-known strong antioxidant and radical-scavenging properties.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
125,9773,103.0,109.0,fruits,59.0,67.0,phenolic,,"Hydroxytyrosol [2-(3,4-dihydroxyphenyl)ethanol, HTyr] is a phenolic compound found in olive leaves and fruits and extra-virgin olive oil, which has well-known strong antioxidant and radical-scavenging properties.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
126,11498,177.0,183.0,fruits,37.0,47.0,bisabolane,CIDs00520453,"Two new compounds (1-2), including a bisabolane-type sesquiterpenoid (1), one new diphenyl ether derivative (2), together with 23 known compounds (3-25), were isolated from the fruits of Phyllanthus emblica.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
127,11499,177.0,183.0,fruits,53.0,68.0,sesquiterpenoid,,"Two new compounds (1-2), including a bisabolane-type sesquiterpenoid (1), one new diphenyl ether derivative (2), together with 23 known compounds (3-25), were isolated from the fruits of Phyllanthus emblica.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
128,11500,177.0,183.0,fruits,82.0,96.0,diphenyl ether,CIDs00007583,"Two new compounds (1-2), including a bisabolane-type sesquiterpenoid (1), one new diphenyl ether derivative (2), together with 23 known compounds (3-25), were isolated from the fruits of Phyllanthus emblica.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
129,11532,125.0,131.0,fruits,0.0,9.0,Vitamin C,CIDs23675738;CIDs09888239;CIDs11020241,"Vitamin C (ascorbate) is an essential water-soluble micronutrient in humans and is obtained through the diet, primarily from fruits and vegetables.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
130,11533,125.0,131.0,fruits,11.0,20.0,ascorbate,CIDs11020241,"Vitamin C (ascorbate) is an essential water-soluble micronutrient in humans and is obtained through the diet, primarily from fruits and vegetables.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
131,11747,247.0,253.0,fruits,10.0,20.0,neolignans,CIDs09917980,"Three new neolignans, named 9-methoxyobovatol (6), magnobovatol (7), and 2-hydroxyobovaaldehyde (9), along with six known ones, magnolol (1), honokiol (2), isomagnolol (3), obovatol (4), obovatal (5), and obovaaldehyde (8), were isolated from the fruits of Magnolia obovata using silica gel and ODS column chromatography.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
132,11748,247.0,253.0,fruits,28.0,45.0,9-methoxyobovatol,,"Three new neolignans, named 9-methoxyobovatol (6), magnobovatol (7), and 2-hydroxyobovaaldehyde (9), along with six known ones, magnolol (1), honokiol (2), isomagnolol (3), obovatol (4), obovatal (5), and obovaaldehyde (8), were isolated from the fruits of Magnolia obovata using silica gel and ODS column chromatography.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
133,11749,247.0,253.0,fruits,51.0,63.0,magnobovatol,,"Three new neolignans, named 9-methoxyobovatol (6), magnobovatol (7), and 2-hydroxyobovaaldehyde (9), along with six known ones, magnolol (1), honokiol (2), isomagnolol (3), obovatol (4), obovatal (5), and obovaaldehyde (8), were isolated from the fruits of Magnolia obovata using silica gel and ODS column chromatography.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
134,11750,247.0,253.0,fruits,73.0,95.0,2-hydroxyobovaaldehyde,,"Three new neolignans, named 9-methoxyobovatol (6), magnobovatol (7), and 2-hydroxyobovaaldehyde (9), along with six known ones, magnolol (1), honokiol (2), isomagnolol (3), obovatol (4), obovatal (5), and obovaaldehyde (8), were isolated from the fruits of Magnolia obovata using silica gel and ODS column chromatography.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
135,11751,247.0,253.0,fruits,128.0,136.0,magnolol,CIDs00072300,"Three new neolignans, named 9-methoxyobovatol (6), magnobovatol (7), and 2-hydroxyobovaaldehyde (9), along with six known ones, magnolol (1), honokiol (2), isomagnolol (3), obovatol (4), obovatal (5), and obovaaldehyde (8), were isolated from the fruits of Magnolia obovata using silica gel and ODS column chromatography.",butter|foodb_non_scientific,1,fruits,,,Fruits,Fruits,Fruits,FOOD00871
